,comment,upper_count,lemmatized,polarity_score,label
58,"you cannot say something justified unless basing action objective moral, something change, something always true. objective morals god. morality capital punishment follows principle morality self-defense. if execution murderer apprehended necessary prevent murderers, capital punishment justified, reason right disarm murderer deadly force apprehended, process committing murder.",0,"you cannot say something justified unless base action objective moral, something change, something always true. objective moral god. morality capital punishment follow principle morality self-defense. if execution murderer apprehend necessary prevent murderers, capital punishment justified, reason right disarm murderer deadly force apprehended, process commit murder.",0.13357142857142856,1
59,"""do murderers deserve keep lives?"" loaded question - presumes justice concerned with. at least, simple question spit philosophy.",1,"""do murderer deserve keep lives?"" load question - presumes justice concern with. at least, simple question spit philosophy.",-0.15,0
60,prager conflating two issues here. he says oppose (such myself) even oppose video person burning alive house. that true me. fully accept person deserves lose life.,1,prager conflate two issue here. he say oppose (such myself) even oppose video person burn alive house. that true me. fully accept person deserves lose life.,0.15,1
61,"great video. think punishment crime proportional crime committed, real question keeping general population better penalty. on hand prison might enough justice hand might easy way murderers. if choose, put arena large hungry animals, survive get prison, don’t, terrible death, it’s bit unusual think it’s good balance making criminal suffer easy way out, best used mass murders terrorist attacks. i’m serious btw.",4,"great video. think punishment crime proportional crime committed, real question keep general population well penalty. on hand prison might enough justice hand might easy way murderers. if choose, put arena large hungry animals, survive get prison, don’t, terrible death, it’s bit unusual think it’s good balance make criminal suffer easy way out, best used mass murder terrorist attacks. i’m serious btw.",0.19982993197278914,1
62,"as soon unjustly another persons(or people’s) heinous evil ways, forfeit own.",0,"a soon unjustly another persons(or people’s) heinous evil ways, forfeit own.",-0.2,0
63,"as christian oppose cases except previous escapees (e.g. el chapo) believe christ's teaching revenge never justified, purpose prison threat removal. it job humans punish unjust, matter heinous crime. they shall receive reward god. our job protect innocent.",2,"a christian oppose case except previous escapee (e.g. el chapo) believe christ's teach revenge never justified, purpose prison threat removal. it job human punish unjust, matter heinous crime. they shall receive reward god. our job protect innocent.",0.033333333333333326,1
64,"this probably first prager u videos i've seen really disagree with, based two points. one religion, believe, pretty much say wrong kill wrong revenge also, much significantly statement ""an infinitesimally small number wrongfully convicted nowadays"". there think, prevent killing innocent person, even means keeping dozen killers alive, behind bars, worth it. nothing excuses state accidentally killing innocent person.",3,"this probably first prager u video i've see really disagree with, base two points. one religion, believe, pretty much say wrong kill wrong revenge also, much significantly statement ""an infinitesimally small number wrongfully convict nowadays"". there think, prevent kill innocent person, even mean keep dozen killer alive, behind bars, worth it. nothing excuse state accidentally kill innocent person.",0.07884615384615384,1
65,"one thing i’ve noticed actually put forward facts support claims, “statistically innocent killed penalty” “it’s expensive” “if allow it, giving government much power” “it’s irreversible”",0,"one thing i’ve notice actually put forward fact support claims, “statistically innocent kill penalty” “it’s expensive” “if allow it, give government much power” “it’s irreversible”",0.0,0
66,important question regarding penalty. if main arguments pro-life position humans shouldn’t subjective capacity deem worthy not. then ok state power choose worthy isn’t.,1,important question regard penalty. if main argument pro-life position human shouldn’t subjective capacity deem worthy not. then ok state power choose worthy isn’t.,0.3466666666666666,1
67,"before say anything, wanna say i'm really invested side anything. poured countless hours debating even thinking whether continue exist. heck, even consider fact might opposed it. that last fact truly understand worked exactly, that's that.",5,"before say anything, wanna say i'm really invested side anything. pour countless hour debate even think whether continue exist. heck, even consider fact might oppose it. that last fact truly understand work exactly, that's that.",0.1125,1
68,this video perfectly explains think drunk driving causing death punishable death.,1,this video perfectly explain think drunk drive cause death punishable death.,0.25,1
69,"in 1980, coworker notified prison warden ex-husband escaped. he serving term murder. warden found un-mailed letter left behind husband addressed coworker. letter said, “i love since won’t me, going kill 3 year old daughter else you.” she quit job go hiding daughter. pray never found wonder many killed. his execution prevented this.",4,"in 1980, coworker notify prison warden ex-husband escaped. he serve term murder. warden find un-mailed letter leave behind husband address coworker. letter said, “i love since won’t me, go kill 3 year old daughter else you.” she quit job go hide daughter. pray never find wonder many killed. his execution prevent this.",0.08333333333333333,1
70,"whether murderer, rapist law abiding citizen, united humanity. we're human beings, whether like not. if 'virtually impossible' chance killing innocent true, let's say innocent put death, say ""at least deters murderers"" say, ""if penalty, could still see children, feel sun face, able live happily, instead going nothing."" which one?",2,"whether murderer, rapist law abide citizen, united humanity. we're human beings, whether like not. if 'virtually impossible' chance kill innocent true, let's say innocent put death, say ""at least deters murderers"" say, ""if penalty, could still see children, feel sun face, able live happily, instead go nothing."" which one?",0.20218855218855217,1
71,believe punish people. make live entire prison. there worse faits death.,1,believe punish people. make live entire prison. there bad faits death.,-0.08787878787878789,0
72,"once definitely proven suspect guilty... yes!!!! totally applicable. instead lethal injection /old sparky/hanging /firing squad, put walk freezer. after minutes they'll fall asleep. done! it's worse fate greatest explorers endured...",2,"once definitely proven suspect guilty... yes!!!! totally applicable. instead lethal injection /old sparky/hanging /firing squad, put walk freezer. after minute they'll fall asleep. done! it's bad fate great explorer endured...",-0.07999999999999999,0
73,"as correctional officer 20 years attest fact giving lengthy prison terms murderers provides time kill people. conversely, discussion inmate subject, inmate stated someone clearly guilty capital offense, yet given prison, that ""cruel inhuman punishment."" so leaning little left think murderer receive penalty, remember inmates believe alternative worse. that make kind person it?",2,"a correctional officer 20 year attest fact give lengthy prison term murderer provide time kill people. conversely, discussion inmate subject, inmate state someone clearly guilty capital offense, yet give prison, that ""cruel inhuman punishment."" so lean little left think murderer receive penalty, remember inmate believe alternative worse. that make kind person it?",-0.23630952380952377,0
74,although listened knew beginning disagreed sides. without question deserve death. and sat jury find many deserving death. but government execute basis whether deserving death. they execute basis whether elect defend jury peers. prosecution us control. applied person challenges state guilt. it not applied whether person trial guilty. you executed state refuse accept plea bargain. you executed state refuse acknowledge right kill you. while believe many deserve believe executed deserve death. they executed challenged accusation state may deserve death. therefore without question always refuse yield right execute state.,10,although listen know begin disagreed sides. without question deserve death. and sat jury find many deserve death. but government execute basis whether deserve death. they execute basis whether elect defend jury peers. prosecution u control. applied person challenge state guilt. it not apply whether person trial guilty. you execute state refuse accept plea bargain. you execute state refuse acknowledge right kill you. while believe many deserve believe execute deserve death. they execute challenge accusation state may deserve death. therefore without question always refuse yield right execute state.,0.3839285714285714,1
75,gladly support effective preventing crime. however research internet think not. believe vengeance excuse penalty. therefore understand like vengeance natural feeling feel towards criminals think vengeance alone justifies penalty.,5,gladly support effective preventing crime. however research internet think not. believe vengeance excuse penalty. therefore understand like vengeance natural feeling feel towards criminal think vengeance alone justify penalty.,0.28750000000000003,1
76,"they until, ""i understand you."" guy literally made argument says it, understand us. wtf",1,"they until, ""i understand you."" guy literally make argument say it, understand us. wtf",-0.5,0
77,"if could respond denis prager directly. i'd remind beliefs many christians, deserves live due hurt they've caused. all us fallen short, us irredeemable. but beliefs, receive god's grace. remain opposed capital punishment many cases know means feel beyond hope someone show grace help raise again. can't say i've done sorts things have, i've done things i'm certainly proud of. it still hope women 'deserve' penalty, find redemption.",4,"if could respond denis prager directly. i'd remind beliefs many christians, deserves live due hurt they've caused. all u fall short, u irredeemable. but beliefs, receive god's grace. remain opposed capital punishment many case know mean feel beyond hope someone show grace help raise again. can't say i've do sort thing have, i've do thing i'm certainly proud of. it still hope woman 'deserve' penalty, find redemption.",0.27305194805194805,1
78,"if make informative video, talked expediting cases guilty verdict unquestionable. take nikolas cruz example. he murdered children question case prison death. problem right expensive lengthy appeals. that means convictions get overturned, exonerated, mistrial, etc. also morally speaking, person committed crime may prefer quick prison.",0,"if make informative video, talk expedite case guilty verdict unquestionable. take nikolas cruz example. he murder child question case prison death. problem right expensive lengthy appeals. that mean conviction get overturned, exonerated, mistrial, etc. also morally speaking, person commit crime may prefer quick prison.",-0.0761904761904762,0
79,"this always tough subject me. feel like serial killing walk person hall, put room, strap kill them. if doctor member family shot broke in, self-defense.",1,"this always tough subject me. feel like serial kill walk person hall, put room, strap kill them. if doctor member family shot break in, self-defense.",-0.2777777777777778,0
80,"quite understand arguments, sir, totally respect side view didn’t change opinion penalty. if categorically accepting penalty, accepting fact lot innocent murdered everyday crime commit. have look europe, forbidden whole european union guess what, europeans even thinking establishing again. you told, may bring loved back live definitely bring justice. well, pain never go killing someone even bring suffer case false accuse.",2,"quite understand arguments, sir, totally respect side view didn’t change opinion penalty. if categorically accept penalty, accept fact lot innocent murder everyday crime commit. have look europe, forbidden whole european union guess what, european even think establish again. you told, may bring love back live definitely bring justice. well, pain never go kill someone even bring suffer case false accuse.",0.09363636363636363,1
81,"while complicated bible, verses state rape, murder, awful crimes drastic measures. so mostly, bible says capital punishment ok certain crimes.",2,"while complicate bible, verse state rape, murder, awful crime drastic measures. so mostly, bible say capital punishment ok certain crimes.",-0.05714285714285714,0
82,"reason oppose there's always possibility sentence innocent person death. when prison, freed appear innocent.",1,"reason oppose there's always possibility sentence innocent person death. when prison, free appear innocent.",0.5,1
83,"really dont know capital punishment( death penalty) right way deal criminals, though feel eyes .. right another humans make sure dont keep horrible crimes again. to greatest concern.",2,"really dont know capital punishment( death penalty) right way deal criminals, though feel eye .. right another human make sure dont keep horrible crime again. to greatest concern.",0.2119047619047619,1
84,science long way since unlikely get wrong. there times get wrong sometimes police force say it.,0,science long way since unlikely get wrong. there time get wrong sometimes police force say it.,-0.3875,0
85,"when started watching, thought guy going turn around point present another side argument. maybe present ethical dilemma. but thing video heat minds already heated debate. in opinion many good reasons legal. to say ""an eye eye"" makes much sense argument. murderer go victim 3 months commits murder, telling ""ey, 3 months i'm gonna kill you. it'll humane way course , like putting suringe arm killing way, worry. but i'm gonna lock chance escaping anything it."" what justice system vengence, doubled vengence. person sentenced murdered (for first time) second judge announces punishment. he loses rights, including right live, never taken, chance reintegrate society change. not taken, humanity. that type murder, letting know he's going die, taking away dignity, cannot happen far cruel killing person instant. fighting fire fire rarely good idea.",2,"when start watching, think guy go turn around point present another side argument. maybe present ethical dilemma. but thing video heat mind already heat debate. in opinion many good reason legal. to say ""an eye eye"" make much sense argument. murderer go victim 3 month commits murder, tell ""ey, 3 month i'm gonna kill you. it'll humane way course , like put suringe arm kill way, worry. but i'm gonna lock chance escape anything it."" what justice system vengence, double vengence. person sentence murder (for first time) second judge announces punishment. he lose rights, include right live, never taken, chance reintegrate society change. not taken, humanity. that type murder, let know he's go die, take away dignity, cannot happen far cruel kill person instant. fight fire fire rarely good idea.",0.1115928189457601,1
86,"""and dna testing ""advanced"" forensic tools virtually impossible execute innocent person """,1,"""and dna test ""advanced"" forensic tool virtually impossible execute innocent person """,0.07777777777777779,1
87,everyone says happenes loved screaming honestly think cant say anything unless happened cared almost died,1,everyone say happenes love scream honestly think cant say anything unless happen care almost die,0.6499999999999999,1
88,while i'm exactly fear happen next. imagine law allowing kill garbages deserve called humans. at point law expended lower lower crimes considered worthy. this fear.,2,while i'm exactly fear happen next. imagine law allow kill garbage deserve call humans. at point law expend low low crime consider worthy. this fear.,0.19444444444444442,1
89,"according onion, ""the totally badass""",0,"accord onion, ""the totally badass""",0.0,0
90,well said agree!,1,well say agree!,0.0,0
91,"thou shall kill…except faulty justice system made regular decide someone guilty heinous enough crime somehow justifies penalty. putting real person = murder, aborting collection cells = murder",0,"thou shall kill…except faulty justice system make regular decide someone guilty heinous enough crime somehow justifies penalty. put real person = murder, abort collection cell = murder",-0.075,0
92,most manipulative sided argument i’ve ever heard .... heavy strawman!,1,most manipulative side argument i’ve ever hear .... heavy strawman!,0.125,1
93,"this argument seems contrast prageru videos morality. system decides deserves doesn't. if support capital punishment, either support cases, becomes subjective, cases becomes grey area (what degrees murder?, crimes like rape included?, certain must be?). if morality stems creator passes judgement, organized group attempts pass judgement assuming make better reality already planned.",0,"this argument seem contrast prageru video morality. system decide deserves doesn't. if support capital punishment, either support cases, become subjective, case become grey area (what degrees murder?, crime like rape included?, certain must be?). if morality stem creator pass judgement, organize group attempt pass judgement assume make good reality already planned.",0.22142857142857142,1
94,"think definitely viable but, think help therapy that, using punishment outside death, everyone deserves second chance, fail test something, inflicted. if anyone like discuss open hear side",1,"think definitely viable but, think help therapy that, use punishment outside death, everyone deserve second chance, fail test something, inflicted. if anyone like discus open hear side",-0.1,0
95,"this always complicated issue me. on hand, like agree killing, punishments need fit deeds justice make example.",1,"this always complicate issue me. on hand, like agree killing, punishment need fit deed justice make example.",-0.04999999999999999,0
96,dennis prager i’d like answer question video. completely believe two talked put death. but believe government ability wrong makes powerful.,2,dennis prager i’d like answer question video. completely believe two talked put death. but believe government ability wrong make powerful.,-0.03333333333333335,0
97,"in principle, capital punishment, never politicized. all penalties automatically vetted acted on.",1,"in principle, capital punishment, never politicized. all penalty automatically vet acted on.",0.0,0
98,"in perfect system, could know person put deserved guilty. we far perfect system.",0,"in perfect system, could know person put deserve guilty. we far perfect system.",0.4,1
99,"i'm inclined agree capital punishment, can't cross bar risking innocent get killed. when something horrible happened, quite emotionally clouded, biased judgment evidence. of course, good someone sentenced either, least they'll chance repeal it, especially calmed think clearly.",1,"i'm incline agree capital punishment, can't cross bar risk innocent get killed. when something horrible happened, quite emotionally clouded, biased judgment evidence. of course, good someone sentence either, least they'll chance repeal it, especially calm think clearly.",-0.022222222222222216,0
100,"straw logical fallacy. oppose capital punishment, part mistakes occur. concerned give power government. doubt execution murderers may argued just, think prison “cared for”.",4,"straw logical fallacy. oppose capital punishment, part mistake occur. concerned give power government. doubt execution murderer may argue just, think prison “cared for”.",0.25,1
101,"tend pro argument innocent put scare me. sadly many courts throughout world highly politicized, look trump investigations what's going roger stone like. that's truly scares me, innocent person sentenced political reasons.",1,"tend pro argument innocent put scare me. sadly many court throughout world highly politicized, look trump investigation what's go roger stone like. that's truly scar me, innocent person sentence political reasons.",0.33199999999999996,1
102,absolutely. agree some cases!!! scenario presented perfect example. death definitely solution. we can't torture offenders least eliminate society. of course applied certain situations,1,absolutely. agree some cases!!! scenario present perfect example. death definitely solution. we can't torture offender least eliminate society. of course apply certain situation,0.26098214285714283,1
103,"it incredibly shocking many penalty. imagine folks either understand difference murder killing, simply cognitive dissonance comes crime punishment. well done video.",1,"it incredibly shock many penalty. imagine folk either understand difference murder killing, simply cognitive dissonance come crime punishment. well do video.",-0.16666666666666666,0
