,comment,upper_count,lemmatized,polarity_score,label
23,this is why i like to be nice to everyone especially to the loudest and quietest even if it’s just little acts of talking to them or just handing them some food i don’t mind you never know what someone’s been through and i always tell em i’m here for you. do the same because you never know even if they push you away keep going don’t give up on them ever,3,this be why i like to be nice to everyone especially to the loud and quiet even if it’s just little act of talk to them or just hand them some food i don’t mind you never know what someone’s be through and i always tell em i’m here for you. do the same because you never know even if they push you away keep go don’t give up on them ever,0.103125,1
24,these family’s are sooo strong even being able to go to the court . i hope they all receive peace at the end of all this ️,1,these family’s be sooo strong even be able to go to the court . i hope they all receive peace at the end of all this ️,0.4666666666666667,1
25,"this isn’t the schools fault, it’s nicholas’s. he even spoke to one of the victims brothers and acted like nothing happened",0,"this isn’t the school fault, it’s nicholas’s. he even speak to one of the victim brother and act like nothing happen",0.0,0
26,50% comments about painful deaths for him 50% comments about the judge...,0,50% comment about painful death for him 50% comment about the judge...,-0.7,0
27,i don’t feel sorry for him. how many of you have been thru worse but never physically harmed another person?,1,i don’t feel sorry for him. how many of you have be thru bad but never physically harm another person?,-0.1,0
28,"truly is sad so many people lost their lives, also sad no one would help this kid when he was being bullied... being silent and doing nothing makes you as guilty as the bullies from the start. not every situation can be prevented but this story could have had a different outcome if educators or fellow pupils did something to lift this kid up and help him.",0,"truly be sad so many people lose their lives, also sad no one would help this kid when he be be bullied... be silent and do nothing make you as guilty a the bully from the start. not every situation can be prevent but this story could have have a different outcome if educator or fellow pupil do something to lift this kid up and help him.",-0.16666666666666666,0
29,"i'm friends with a person who gets bullied everyday because he smells weird, and sometimes i even smell it, but every time i see him get bullied i just think of this, and i back him up i always have his back bc i know if i was getting bullied the teachers wont do nun, so if he get bullied he gonna end up having to do sum which is prob not good so i always have his back be nice to everyone.",0,"i'm friend with a person who get bully everyday because he smell weird, and sometimes i even smell it, but every time i see him get bully i just think of this, and i back him up i always have his back bc i know if i be get bully the teacher wont do nun, so if he get bully he gonna end up have to do sum which be prob not good so i always have his back be nice to everyone.",-0.06428571428571427,0
30,"you know, i was bullied in school, 3 of those bullies died, a view years after school, the one is still living. i couldn't feel anything when hearing about their deaths. when i was in the army,and as a young worker i was still bullied, then one day i snapped and hit the one bully. i was the wrong one, suddenly he was the victim. i told him, if it ever happens again so help him. i'm not an agressive person, bullies have someone to step on, if they get it back, they play victim.",7,"you know, i be bully in school, 3 of those bully died, a view year after school, the one be still living. i couldn't feel anything when hear about their deaths. when i be in the army,and a a young worker i be still bullied, then one day i snap and hit the one bully. i be the wrong one, suddenly he be the victim. i tell him, if it ever happen again so help him. i'm not an agressive person, bully have someone to step on, if they get it back, they play victim.",-0.09166666666666667,0
31,"i wish i can propose this anti-bullying movements in schools, by engaging the bullies and bullieds along with their parents to be in an extra curricular program of ""resocializing and reconnecting"". parents need to parent, and the children need to be heard. allow the bullieds to retaliate the bullies if they wish, then to forgive them. those bullies have to be given lessons on empathy and compassion, then to apologize. the parents need to also recognize their flaws and open up to their kids to let them know that they are loved.",2,"i wish i can propose this anti-bullying movement in schools, by engage the bully and bullieds along with their parent to be in an extra curricular program of ""resocializing and reconnecting"". parent need to parent, and the child need to be heard. allow the bullieds to retaliate the bully if they wish, then to forgive them. those bully have to be give lesson on empathy and compassion, then to apologize. the parent need to also recognize their flaw and open up to their kid to let them know that they be loved.",0.275,1
32,this is why u become friends with the quiet kids,0,this be why u become friend with the quiet kid,0.0,0
33,but i do have empathy for the loved ones that did lose their loved ones and i understand what you're going through and that it could have been solved a different way rather than a kid kill everybody in the school,2,but i do have empathy for the loved one that do lose their love one and i understand what you're go through and that it could have be solve a different way rather than a kid kill everybody in the school,0.4666666666666666,1
34,"everytime i hear about these it shocks me. not only angers me but leaves me confused too. when you see these trials and look at the suspect you know there is more to them sometimes, they are not just crazy, maybe just ballsy. it ain't only that, but the real reason for all this is blowing right over their heads let's not lie here when i was at school. i wish all the bullies were dead. i was bullied all the time every day made my childhood hell. the difference between this kid and me is that he did it? like suicide this kid felt like it was his only option and don't say it wasn't because schools and parents and everyone else never does anything about it if it was that easy. it would be sorted. i'm not saying shooting up the school is right or trying to defend him, but i'm saying you can't be surprised he did it.",4,"everytime i hear about these it shock me. not only anger me but leave me confused too. when you see these trial and look at the suspect you know there be more to them sometimes, they be not just crazy, maybe just ballsy. it ain't only that, but the real reason for all this be blow right over their head let's not lie here when i be at school. i wish all the bully be dead. i be bully all the time every day make my childhood hell. the difference between this kid and me be that he do it? like suicide this kid felt like it be his only option and don't say it wasn't because school and parent and everyone else never do anything about it if it be that easy. it would be sorted. i'm not say shoot up the school be right or try to defend him, but i'm say you can't be surprise he do it.",0.05039682539682539,1
35,the only time bullying isnt tolerated is when the school is being disadvantaged,0,the only time bully isnt tolerate be when the school be be disadvantage,0.0,0
36,"i was bullied so badly at school for more than ten years. in my 11th year i was sitting in class hoping to be invisible, the number 1 bully walked from the front row while the teacher was writing on the blackboard, to the back row where i was and started hitting me. my glass test tube fell on the floor and broke, kids where cheering, but the teacher never turned around until the moment i’d had enough. i picked up a shard of broken test tube and defended myself. that bully has only one eye now. but forever i’m remembered as the psycho.",4,"i be bully so badly at school for more than ten years. in my 11th year i be sit in class hoping to be invisible, the number 1 bully walk from the front row while the teacher be write on the blackboard, to the back row where i be and start hit me. my glass test tube fell on the floor and broke, kid where cheering, but the teacher never turn around until the moment i’d have enough. i pick up a shard of broken test tube and defend myself. that bully have only one eye now. but forever i’m remember a the psycho.",-0.0857142857142857,0
37,"i feel bad for the victims and everyone who was hurt mentally and physically by the parkland shooting. but i also feel bad for nikolas cruz. only because he was so young, 19. he had a whole life ahead of him and he ruined it. the only life you get on this earth just thrown away like that. out of the trillions of possible consciences you get lucky enough to experience one. and all that gets taken away from you because you do something unforgivable like this. cherish your life and others'. make this life worth living.",2,"i feel bad for the victim and everyone who be hurt mentally and physically by the parkland shooting. but i also feel bad for nikolas cruz. only because he be so young, 19. he have a whole life ahead of him and he ruin it. the only life you get on this earth just throw away like that. out of the trillion of possible conscience you get lucky enough to experience one. and all that get take away from you because you do something unforgivable like this. cherish your life and others'. make this life worth living.",-0.047222222222222186,0
38,"prayers for the victims, families, law enforcement, teachers, and students",0,"prayer for the victims, families, law enforcement, teachers, and student",0.0,0
39,"i would describe my process of growing up like this : being beaten until i could not stand , and then being blamed because i could not walk . we seem to be so concerned about physical death , and yet people may die 1000 x emotionally mentally and spiritually before they're actually buried ( around the age of 70 ) . a majority of this happening in childhood . mahatma ghandi is suppose to have said "" if god came to india he would come in the form of food "" . i think if god ever came to this world , he would have to come in the form of mercy . and to rescue us all from the demons ( who look like bullies and teachers and parents ) , who , in the form of memories , pursue us and torture us throughout our lifetimes .",4,"i would describe my process of grow up like this : be beat until i could not stand , and then be blame because i could not walk . we seem to be so concerned about physical death , and yet people may die 1000 x emotionally mentally and spiritually before they're actually bury ( around the age of 70 ) . a majority of this happen in childhood . mahatma ghandi be suppose to have say "" if god come to india he would come in the form of food "" . i think if god ever come to this world , he would have to come in the form of mercy . and to rescue u all from the demon ( who look like bully and teacher and parent ) , who , in the form of memory , pursue u and torture u throughout our lifetime .",-0.025,0
40,omg i'm so sorry for the people who has lost their kids from the shooting and i can't believe this has happen,1,omg i'm so sorry for the people who have lose their kid from the shooting and i can't believe this have happen,-0.5,0
41,"looking at this again, i'd never take the life's of children. it is twisted to take the life of someone so helpless and cut they're life short.",1,"look at this again, i'd never take the life's of children. it be twist to take the life of someone so helpless and cut they're life short.",-0.25,0
42,"was a good guy, rest in piece my friend.",0,"be a good guy, rest in piece my friend.",0.7,1
43,"i was bullied by almost the whole class, i tell u being bullied is a nightmare, 30 years later i still feel worthless even though i tried to forget the past,",4,"i be bully by almost the whole class, i tell u be bully be a nightmare, 30 year later i still feel worthless even though i try to forget the past,",-0.21250000000000002,0
44,bully: bullying kid kid: kills whole class mother of bully: violenc video games,0,bully: bully kid kid: kill whole class mother of bully: violenc video game,0.2,1
45,the level of depravity it takes to reach a point of no return of going on a rampage like this needs to be better studied and recognized earlier on before these shootings happen. that is the part that people are missing in this so called ‘gun debate.’ there is a huge lack of commitment and community in this country these days. people simply turn the other way and stare at their iphones rather than confront the dangers we are facing.,0,the level of depravity it take to reach a point of no return of go on a rampage like this need to be good study and recognize earlier on before these shooting happen. that be the part that people be miss in this so called ‘gun debate.’ there be a huge lack of commitment and community in this country these days. people simply turn the other way and stare at their iphones rather than confront the danger we be facing.,0.09583333333333334,1
46,"honestly i am fine with him dying but i do have to admit it is hard being able to read him so well. he looks down as the judge announces his death penalty, and you can just tell how fearful and ashamed he is. i truly think he is sorry, but you can’t apologize for murdering 17 people.",3,"honestly i be fine with him die but i do have to admit it be hard be able to read him so well. he look down a the judge announce his death penalty, and you can just tell how fearful and ashamed he is. i truly think he be sorry, but you can’t apologize for murder 17 people.",-0.1550925925925926,0
47,"i was bullied a lot as a child, i finally cracked at thirteen and turned p*ssed-off instead of scared, beat the crap out of my bullies, and haven't lost a fight since. not once did i think of shooting anyone, and i had access to firearms.",4,"i be bully a lot a a child, i finally crack at thirteen and turn p*ssed-off instead of scared, beat the crap out of my bullies, and haven't lose a fight since. not once do i think of shoot anyone, and i have access to firearms.",-0.4,0
48,i actually feel sorry for him they where signs of his mental condition how is he suppose to get help when he doesn't even know he has a problem and for those kids that don't stop the bullying,1,i actually feel sorry for him they where sign of his mental condition how be he suppose to get help when he doesn't even know he have a problem and for those kid that don't stop the bullying,-0.19999999999999998,0
49,"rip to the victims, they are in heaven, at peace with god, and i hope that guy who got shot 5 times lives a long prosperous life.",0,"rip to the victims, they be in heaven, at peace with god, and i hope that guy who get shot 5 time live a long prosperous life.",-0.05,0
50,the judge is guilty of stealing my heart,0,the judge be guilty of steal my heart,-0.5,0
51,reading some of these comments saying they'd have him tortured makes me so glad they aren't in power. i know he did a very bad thing but torturing him as a result just makes us more animalistic. we still have to be civil and give him the appropriate penalty as seen by law,1,read some of these comment say they'd have him tortured make me so glad they aren't in power. i know he do a very bad thing but torture him a a result just make u more animalistic. we still have to be civil and give him the appropriate penalty a see by law,0.14750000000000005,1
52,"i hope the lord almighty is with all of the victims parents, i can't begin to imagine what they must be going through...",2,"i hope the lord almighty be with all of the victim parents, i can't begin to imagine what they must be go through...",0.0,0
53,i was the quiet kid i was bullied alot but never ever did i think of shooting ppl the best revenge to bully's is to prove no matter what they say they will never break you,3,i be the quiet kid i be bully alot but never ever do i think of shoot ppl the best revenge to bully's be to prove no matter what they say they will never break you,0.5,1
54,"i am so glad that i am not a parent and i don’t need to deal with any of these issues. but if i had to and some kid was bullying my kid, the minute i found out about it, i would pull my kid out of school and home school him/her myself because i strongly feel that many school systems do nothing about bullying and a lot of kids get hurt.",7,"i be so glad that i be not a parent and i don’t need to deal with any of these issues. but if i have to and some kid be bully my kid, the minute i find out about it, i would pull my kid out of school and home school him/her myself because i strongly feel that many school system do nothing about bullying and a lot of kid get hurt.",0.4777777777777778,1
55,"okay but you can tell he’s actually sorry for this actions. what did they expect? you bully a kid so bad, things are bound to happen",0,"okay but you can tell he’s actually sorry for this actions. what do they expect? you bully a kid so bad, thing be bind to happen",-0.23333333333333328,0
56,"i bet a lot of ""hardened"" criminals have left her court room....",1,"i bet a lot of ""hardened"" criminal have leave her court room....",0.0,0
57,hope all the victims have healed fully,0,hope all the victim have heal fully,0.0,0
58,i can only imagine this kids guilt. i dont know why part of my feels bad. i know what he did. it's just all terrible. god bless everyone involved.,3,i can only imagine this kid guilt. i dont know why part of my feel bad. i know what he did. it's just all terrible. god bless everyone involved.,-0.5666666666666665,0
59,"""the demons wants an attorney?""",0,"""the demon want an attorney?""",0.2,1
60,he needs help - not a death penalty - he’s misunderstood... i hope nikolas finds peace and love again x he really doesn’t deserve all this hate !!!,1,he need help - not a death penalty - he’s misunderstood... i hope nikolas find peace and love again x he really doesn’t deserve all this hate !!!,-0.10000000000000002,0
61,being bullied doesnt give you the right to go on a killing spree.,0,be bully doesnt give you the right to go on a killing spree.,0.2857142857142857,1
62,that kid is just disgusting. it makes my stomach sick & turn just to see him walking around still living. after pulling the trigger & killing 17 people. i wouldn’t be able to look this person in the eyes & not want to beat him to death. it’s just unbelievable that this kid had the audacity to do what he did. unbelievable,1,that kid be just disgusting. it make my stomach sick & turn just to see him walk around still living. after pull the trigger & kill 17 people. i wouldn’t be able to look this person in the eye & not want to beat him to death. it’s just unbelievable that this kid have the audacity to do what he did. unbelievable,-0.34285714285714286,0
63,i feel bad for the student parents,1,i feel bad for the student parent,-0.6999999999999998,0
64,heart breaking...,0,heart breaking...,0.0,0
65,praying for those who are suffering from mental trauma,0,pray for those who be suffer from mental trauma,-0.1,0
66,it seems odd that there is more police protection for cruz in the courtroom than the students in a school. praying very hard for the families. i’m so sorry this has happened to you and your child! god speed +,0,it seem odd that there be more police protection for cruz in the courtroom than the student in a school. pray very hard for the families. i’m so sorry this have happen to you and your child! god speed +,-0.16770833333333335,0
67,"even though what he did was horrible, i somehow feels pity for him",1,"even though what he do be horrible, i somehow feel pity for him",-0.55,0
68,kids: are bullied school:,0,kids: be bully school:,0.0,0
69,god bless him,0,god bless him,0.0,0
70,can't begin to imagine the pain the parents must be feeling inside that court room.. is it to much to ask that we can send our children to school and feel that they are safe from men like this,0,can't begin to imagine the pain the parent must be feel inside that court room.. be it to much to ask that we can send our child to school and feel that they be safe from men like this,0.35,1
71,"i cant imagine being a parent or family of the victims. but imagine being family of nicholas cruz, they probably get so many death threats",1,"i cant imagine be a parent or family of the victims. but imagine be family of nicholas cruz, they probably get so many death threat",0.5,1
72,"i feel for a the families and i wouldn't wish such a thing on any parent, but something like this doesn't happen out of thin air and if he really did get bullied to the point of doing something like this, then i hope he had a good aim. every bully thinks he is unbeatable, until he is looking down a barrel of a gun of the person they bullied. bullies that drive people to these extremes, deserve no better.",1,"i feel for a the family and i wouldn't wish such a thing on any parent, but something like this doesn't happen out of thin air and if he really do get bully to the point of do something like this, then i hope he have a good aim. every bully think he be unbeatable, until he be look down a barrel of a gun of the person they bullied. bully that drive people to these extremes, deserve no better.",0.015740740740740722,1
73,been bullied my whole life from the guy who just couldn’t leave me alone 1st day at school to the manager who i had to leave my job at 40.i got compensated but by that time the damage was already done.they should have 1hr no-nonsense class room lessons on respecting and the life long damage it can do to a person .,3,be bully my whole life from the guy who just couldn’t leave me alone 1st day at school to the manager who i have to leave my job at 40.i get compensate but by that time the damage be already done.they should have 1hr no-nonsense class room lesson on respecting and the life long damage it can do to a person .,0.07500000000000001,1
74,how is this even a case?you already know what he did and he admitted to to it.,0,how be this even a case?you already know what he do and he admit to to it.,0.0,0
75,punishment doesn’t make sense unless it causes corrective action or prevents further harm.,0,punishment doesn’t make sense unless it cause corrective action or prevents far harm.,0.05,1
76,god bless the kid who saved the other kids,0,god bless the kid who save the other kid,-0.125,0
77,"i was bullied all throughout school. the bullies act tough in school, but get them off of school property and they play the victim and run. go after the bullies after school and get violent with them and they won’t bully you in school anymore.",1,"i be bully all throughout school. the bully act tough in school, but get them off of school property and they play the victim and run. go after the bully after school and get violent with them and they won’t bully you in school anymore.",-0.4212962962962963,0
78,i honestly just don’t know how to feel about the death penalty. in some ways it makes sense to me and in other ways it seems contradictory. feel free to share your opinions and why they think that way,1,i honestly just don’t know how to feel about the death penalty. in some way it make sense to me and in other way it seem contradictory. feel free to share your opinion and why they think that way,0.2916666666666667,1
79,"there is problem in schools that when you are bullied barely anything happening to the ones who doing them, not expelling from school and such, i was bullied in school also, that guy stayed in school and promised not do do so, but still was insulting me, and other kids, and nothing was done by school director and other teachers, my hair started to go grey in some spots because of stress at school, and i didn't even wanted to go to school anymore, was skipping school a lot, so i managed to stay in that school and next year i transferred to other school, but the damage was done and i needed 4 years to recover from my insecurity and other psychological problems, my moms good friends kid also was bullied in other school and he punched the guy who was doing it to him, so she had to go to school because its not acceptable behaviour, so she told the truth to director of school, that they letting kids to get bullied but they don't don't do nothing about it the ones who doing this, so how to fight back this kind of stuff if nothing is done, and punching someone is acceptable because school is useless, so she went up and before leaving said, my son will do it again if he have to and i will support him in this no matter what, in the end i never wanted to kill someone when i had this problem, i was just angry at this person who was doing so, what keep me away sane was playing video games, so i could run into virtual world away and don't think about it much, so yah schools need to be more strict if you see someone getting bullied, kick the bully straight away.",0,"there be problem in school that when you be bully barely anything happen to the one who do them, not expel from school and such, i be bully in school also, that guy stay in school and promise not do do so, but still be insult me, and other kids, and nothing be do by school director and other teachers, my hair start to go grey in some spot because of stress at school, and i didn't even want to go to school anymore, be skip school a lot, so i manage to stay in that school and next year i transfer to other school, but the damage be do and i need 4 year to recover from my insecurity and other psychological problems, my mom good friend kid also be bully in other school and he punch the guy who be do it to him, so she have to go to school because it not acceptable behaviour, so she tell the truth to director of school, that they let kid to get bully but they don't don't do nothing about it the one who do this, so how to fight back this kind of stuff if nothing be done, and punch someone be acceptable because school be useless, so she go up and before leave said, my son will do it again if he have to and i will support him in this no matter what, in the end i never want to kill someone when i have this problem, i be just angry at this person who be do so, what keep me away sane be play video games, so i could run into virtual world away and don't think about it much, so yah school need to be more strict if you see someone get bullied, kick the bully straight away.",-0.02236842105263159,0
80,"my older brother is 15 and has autism like nicholas cruz had my brother cried when he watched the shooting. this is so sad, my heart goes out to all the victims families, and the people who had to experience this. i remember coming home from school and seeing this on the news, i just broke down. we all should stand against gun violence, and we should have some sort of weapon of protection in our us schools.",2,"my old brother be 15 and have autism like nicholas cruz have my brother cry when he watch the shooting. this be so sad, my heart go out to all the victim families, and the people who have to experience this. i remember come home from school and see this on the news, i just break down. we all should stand against gun violence, and we should have some sort of weapon of protection in our u schools.",-0.16296296296296298,0
81,"damn imagine being in that guy’s position. you’re just sitting there, constantly pondering “what the fuck did i just do” while you hear yourself being sentenced to death, and holding back tears of regret and embarrassment",1,"damn imagine be in that guy’s position. you’re just sit there, constantly ponder “what the fuck do i just do” while you hear yourself be sentence to death, and hold back tear of regret and embarrassment",-0.13333333333333333,0
82,"""but secondly you say 'society must exact vengeance, and society must punish'. wrong on both counts. vengeance comes from the individual and punishment from god.""",0,"""but secondly you say 'society must exact vengeance, and society must punish'. wrong on both counts. vengeance come from the individual and punishment from god.""",-0.0625,0
83,that’s the one that always haunts me and sends chills down my spine . there is nothing worse than being put to death.,0,that’s the one that always haunt me and send chill down my spine . there be nothing bad than be put to death.,-0.2777777777777778,0
84,"i know this is old but regardless of what punishment that kid got he is suffering far worse in his own head. i cant imagine what he thinks about and the guilt he feels every day. he will regret what he did, if not already does.",2,"i know this be old but regardless of what punishment that kid get he be suffer far bad in his own head. i cant imagine what he think about and the guilt he feel every day. he will regret what he did, if not already does.",0.09999999999999999,1
85,"how do you expect any of these boys, especially, to respect anyone when they don't resect themselves. respect comes from a balance in the home from a mother and a father. every child needs a balance of love and a balance of discipline. if a child gets a even balance of both they learn respect. but if a child has to much or to little of one or the other these criminals are the result. the attack on fathers and kicking fathers out of the home because of the feminist movement and the states wanting more money is causing all of this. fathers are critical especially in a boys life. clearly these boys have no love and no discipline. courts, states, law makers, and attorneys do not want fathers to have equal rights. doing so would cost judges and attorneys their jobs and lost of money. the states would lose lots of money the get from housing these losers. the states make money off of child support. so there is to much money in fixing the problem. that is why no one in congress on the state and federal level are bothering to try and fix it. it is pathetic. a child is entitled to a good father, a good mother, a god in their life. and every child that has that in most cases turns out to be good people. if we are are going to every fix things like this and the problems in our country we need to fix fatherless homes. but don't expect courts and lawmakers to do it anytime soon. there is to much money they would lose.",1,"how do you expect any of these boys, especially, to respect anyone when they don't resect themselves. respect come from a balance in the home from a mother and a father. every child need a balance of love and a balance of discipline. if a child get a even balance of both they learn respect. but if a child have to much or to little of one or the other these criminal be the result. the attack on father and kick father out of the home because of the feminist movement and the state want more money be cause all of this. father be critical especially in a boys life. clearly these boy have no love and no discipline. courts, states, law makers, and attorney do not want father to have equal rights. do so would cost judge and attorney their job and lose of money. the state would lose lot of money the get from housing these losers. the state make money off of child support. so there be to much money in fix the problem. that be why no one in congress on the state and federal level be bother to try and fix it. it be pathetic. a child be entitle to a good father, a good mother, a god in their life. and every child that have that in most case turn out to be good people. if we be be go to every fix thing like this and the problem in our country we need to fix fatherless homes. but don't expect court and lawmaker to do it anytime soon. there be to much money they would lose.",0.12986111111111112,1
86,"on a side note, the judge is beautiful. rip to the victims tho",1,"on a side note, the judge be beautiful. rip to the victim tho",0.85,1
87,to everyone saying how much money it costs to incarcerate someone: the death penalty costs much much more than lifelong sentences due to the court case costs,0,to everyone say how much money it cost to incarcerate someone: the death penalty cost much much more than lifelong sentence due to the court case cost,0.11875,1
88,"i was bullied, i am autistic, have learning disabilities, grew up in a home with domestic violence.. i never hurt anyone, never really fought back.. frankly i just let life happen., it gave me tough skin.. i am way better off for it, i learned to handle stress, learned to handle the endless disappointments of real life events.",2,"i be bullied, i be autistic, have learn disabilities, grow up in a home with domestic violence.. i never hurt anyone, never really fought back.. frankly i just let life happen., it give me tough skin.. i be way good off for it, i learn to handle stress, learn to handle the endless disappointment of real life events.",-0.014236111111111109,0
89,"having watched a youtube video recently in which a 20 something man claimed he knew 6 year olds who knew their way around a weapon, you can hardly be surprised when teenagers use them in anger.",0,"have watch a youtube video recently in which a 20 something man claim he know 6 year old who know their way around a weapon, you can hardly be surprise when teenager use them in anger.",-0.19999999999999998,0
90,so hard to be the defence lawyer in a case like this. what could you possibly say to support a plea not guilty? i don’t envy the person who’s job obligates them to defend this evil.,1,so hard to be the defence lawyer in a case like this. what could you possibly say to support a plea not guilty? i don’t envy the person who’s job obligate them to defend this evil.,-0.2604166666666667,0
91,"while i don’t condone what he did, i do feel sorry for his life since this is what happens when bullied and most teachers either don’t do anything about it or worst actually encourage it. but for this young man he left into the pot where nobody seemed to listen and help him or he didn’t talk about it so he stood up against the bullies but in the wrong way. it’s alright to feel weak and powerless and talk about it regardless of sex, religion, age, etc but what are you with no mistakes?",1,"while i don’t condone what he did, i do feel sorry for his life since this be what happen when bully and most teacher either don’t do anything about it or worst actually encourage it. but for this young man he leave into the pot where nobody seem to listen and help him or he didn’t talk about it so he stand up against the bully but in the wrong way. it’s alright to feel weak and powerless and talk about it regardless of sex, religion, age, etc but what be you with no mistakes?",-0.25277777777777777,0
92,the media still haven't learned. stop giving these deranged killers all of this attention. this is a huge part of what drives deranged people to do these things. infamy.,0,the medium still haven't learned. stop give these derange killer all of this attention. this be a huge part of what drive deranged people to do these things. infamy.,0.4000000000000001,1
93,i feel bad for his brother,1,i feel bad for his brother,-0.6999999999999998,0
94,"bro took 5 for the team, now that’s a man!",0,"bro take 5 for the team, now that’s a man!",0.0,0
95,why isn't the demon on trial with him,0,why isn't the demon on trial with him,0.0,0
96,"honestly, in this competitive society, parents would want their children to have good grades and get into a prestigious college so they can have a bright future. this gives children tremendous amount of stress. not only that, bullying. when schools does not take action against it, it becomes worse and children may suffer depression. i think this are the two reasons why some people does these things because everything will pile inside them and give them mental disability thus, having this......",0,"honestly, in this competitive society, parent would want their child to have good grade and get into a prestigious college so they can have a bright future. this give child tremendous amount of stress. not only that, bullying. when school do not take action against it, it become bad and child may suffer depression. i think this be the two reason why some people do these thing because everything will pile inside them and give them mental disability thus, have this......",0.21481481481481485,1
97,"“whatever the reason may be, murder is always wrong.”",0,"“whatever the reason may be, murder be always wrong.”",-0.5,0
98,"this is why you should never forget your ""if you shoot me, you're gay shirt"" edit: i meant the other meaning of the word gay. to those who got offended, ""please read the english dictionary""!",6,"this be why you should never forget your ""if you shoot me, you're gay shirt"" edit: i mean the other meaning of the word gay. to those who get offended, ""please read the english dictionary""!",0.17708333333333334,1
99,the victim's families and friends had a lot of courage in the courtroom facing that killer.,0,the victim's family and friend have a lot of courage in the courtroom facing that killer.,-0.07500000000000001,0
100,2 years ago this happened rest in peace the 17 victims who lost there lives that day,0,2 year ago this happen rest in peace the 17 victim who lose there live that day,0.0,0
101,the only person i am worried about now is his brother. his family is forever broken because there's no support,1,the only person i be worried about now be his brother. his family be forever break because there's no support,-0.2,0
102,"they love to blame guns, but it looks clear to me that this is a troubled boy that needed watching, and help. schools and communities need to watch for kids like this, there are almost always behaviors prior to a tragic episode that would be alarming.",0,"they love to blame guns, but it look clear to me that this be a troubled boy that need watching, and help. school and community need to watch for kid like this, there be almost always behavior prior to a tragic episode that would be alarming.",-0.125,0
